Voltage,Frequency,Impedance,Phase,Conductance,Susceptance,Resistance,Reactance
130 MV,10KHZ,48548.2,-39421.5,1.24124e-05,1.00799e-05,48549.6,-39431.3
130 MV,10KHZ,62539.9,-39.0772,1.24155e-05,1.00794e-05,48547.3,-39418.8
130 MV,10KHZ,62539.9,-39.0797,1.24139e-05,1.00798e-05,48547.2,-39417.4
130 MV,10KHZ,62535.6,-39.0781,1.24126e-05,1.00782e-05,48549.4,-39426.6
130 MV,10KHZ,62536.0,-39.0744,1.24115e-05,1.00794e-05,48546.7,-39416.4
130 MV,10KHZ,62540.9,-39.0774,1.24126e-05,1.00796e-05,48548.4,-39426.5
130 MV,10KHZ,62538.6,-39.081,1.24113e-05,1.00799e-05,48547.0,-39428.6
130 MV,10KHZ,62542.1,-39.0877,1.24107e-05,1.00806e-05,48551.9,-39434.0
130 MV,20KHZ,48135.3,-28.2164,1.83058e-05,9.82236e-06,42411.4,-22748.2
130 MV,20KHZ,48126.6,-28.2177,1.83112e-05,9.82116e-06,42413.7,-22749.2
130 MV,20KHZ,48123.3,-28.2155,1.83081e-05,9.82125e-06,42411.6,-22757.1
130 MV,20KHZ,48134.0,-28.2058,1.83091e-05,9.82125e-06,42414.3,-22760.1
130 MV,20KHZ,48130.2,-28.2132,1.83066e-05,9.82381e-06,42412.3,-22753.1
130 MV,20KHZ,48136.9,-28.2197,1.83067e-05,9.82355e-06,42407.0,-22757.6
130 MV,20KHZ,48129.7,-28.2156,1.83071e-05,9.82397e-06,42414.6,-22760.5
130 MV,20KHZ,48130.1,-28.2131,1.8308e-05,9.82252e-06,42418.1,-22759.2
130 MV,30KHZ,43434.7,-22.1294,2.13268e-05,8.67094e-06,40240.3,-16361.5
130 MV,30KHZ,43437.2,-22.1296,2.13241e-05,8.6739e-06,40237.3,-16363.7
130 MV,30KHZ,43437.8,-22.1298,2.13263e-05,8.67101e-06,40238.6,-16364.2
130 MV,30KHZ,43433.8,-22.1324,2.1324e-05,8.67262e-06,40236.5,-16367.6
130 MV,30KHZ,43440.5,-22.1336,2.13248e-05,8.67101e-06,40242.7,-16364.1
130 MV,30KHZ,43440.0,-22.1325,2.13241e-05,8.67551e-06,40241.6,-16364.0
130 MV,30KHZ,43439.4,-22.129,2.13241e-05,8.67061e-06,40242.5,-16366.7
130 MV,30KHZ,43438.3,-22.1316,2.13253e-05,8.67212e-06,40241.6,-16361.6
130 MV,40KHZ,41201.4,-18.1941,2.3064e-05,7.58089e-06,39125.1,-12871.2
130 MV,40KHZ,41189.7,-18.1958,2.30771e-05,7.58659e-06,39111.1,-12879.5
130 MV,40KHZ,41186.2,-18.1939,2.30622e-05,7.58639e-06,39152.5,-12888.0
130 MV,40KHZ,41208.6,-18.1774,2.30639e-05,7.58776e-06,39155.6,-12869.0
130 MV,40KHZ,41174.7,-18.1722,2.30652e-05,7.58166e-06,39103.8,-12864.4
130 MV,40KHZ,41196.8,-18.2238,2.30513e-05,7.58454e-06,39148.2,-12858.0
130 MV,40KHZ,41170.5,-18.2201,2.30568e-05,7.60178e-06,39124.6,-12872.7
130 MV,40KHZ,41194.3,-18.1894,2.30573e-05,7.59767e-06,39134.9,-12894.0
130 MV,50KHZ,39897.1,-15.4398,2.41568e-05,6.67212e-06,38460.8,-10620.9
130 MV,50KHZ,39896.9,-15.4349,2.41562e-05,6.66975e-06,38459.0,-10626.9
130 MV,50KHZ,39897.6,-15.438,2.41609e-05,6.67403e-06,38454.3,-10619.9
130 MV,50KHZ,39902.2,-15.447,2.41565e-05,6.67076e-06,38459.4,-10622.5
130 MV,50KHZ,39906.2,-15.4394,2.41572e-05,6.67759e-06,38468.1,-10624.8
130 MV,50KHZ,39901.0,-15.4294,2.41521e-05,6.67434e-06,38472.2,-10622.8
130 MV,50KHZ,39905.3,-15.4398,2.41543e-05,6.67008e-06,38469.3,-10615.5
130 MV,50KHZ,39903.4,-15.4454,2.41507e-05,6.67149e-06,38470.7,-10634.3
130 MV,60KHZ,39098.7,-13.3518,2.48813e-05,5.90454e-06,38043.7,-9033.26
130 MV,60KHZ,39111.9,-13.3618,2.48779e-05,5.90478e-06,38049.9,-9033.58
130 MV,60KHZ,39102.3,-13.35,2.48779e-05,5.90873e-06,38050.9,-9034.21
130 MV,60KHZ,39109.3,-13.3488,2.48732e-05,5.91169e-06,38052.4,-9034.02
130 MV,60KHZ,39112.3,-13.3599,2.48712e-05,5.90887e-06,38054.9,-9038.59
130 MV,60KHZ,39115.8,-13.3598,2.4882e-05,5.9119e-06,38051.2,-9038.14
130 MV,60KHZ,39105.1,-13.3635,2.48792e-05,5.90691e-06,38058.2,-9037.95
130 MV,60KHZ,39110.9,-13.3719,2.48769e-05,5.90669e-06,38053.2,-9042.3
130 MV,70KHZ,38545.5,-11.5293,2.5432e-05,5.17915e-06,37735.3,-7687.2
130 MV,70KHZ,38525.4,-11.5364,2.54217e-05,5.17966e-06,37771.6,-7697.07
130 MV,70KHZ,38535.8,-11.5247,2.54271e-05,5.18773e-06,37772.7,-7684.09
130 MV,70KHZ,38532.0,-11.5259,2.54159e-05,5.18518e-06,37759.0,-7703.92
130 MV,70KHZ,38534.6,-11.5219,2.54223e-05,5.18311e-06,37760.7,-7699.98
130 MV,70KHZ,38533.8,-11.5422,2.54277e-05,5.18833e-06,37772.8,-7695.52
130 MV,70KHZ,38540.4,-11.5145,2.54236e-05,5.1786e-06,37762.2,-7709.18
130 MV,70KHZ,38540.0,-11.5332,2.54277e-05,5.18274e-06,37753.2,-7709.52
130 MV,80KHZ,38258.0,-10.4568,2.56897e-05,4.74811e-06,37646.3,-6926.14
130 MV,80KHZ,38273.8,-10.3883,2.57169e-05,4.71002e-06,37604.9,-6902.72
130 MV,80KHZ,38259.6,-10.4035,2.57048e-05,4.73125e-06,37625.4,-6947.96
130 MV,80KHZ,38279.0,-10.4515,2.5693e-05,4.72411e-06,37632.5,-6888.46
130 MV,80KHZ,38250.6,-10.3875,2.57203e-05,4.71714e-06,37630.3,-6919.77
130 MV,80KHZ,38264.4,-10.4429,2.56952e-05,4.74554e-06,37646.6,-6940.04
130 MV,80KHZ,38270.9,-10.4234,2.5713e-05,4.7035e-06,37612.9,-6900.06
130 MV,80KHZ,38252.4,-10.4235,2.57018e-05,4.74487e-06,37648.2,-6951.34
130 MV,90KHZ,38121.5,-9.79283,2.58474e-05,4.45706e-06,37574.5,-6475.63
130 MV,90KHZ,38128.1,-9.7775,2.5845e-05,4.45144e-06,37573.1,-6477.09
130 MV,90KHZ,38127.2,-9.77757,2.58447e-05,4.45619e-06,37575.7,-6478.83
130 MV,90KHZ,38130.1,-9.77897,2.58502e-05,4.45587e-06,37575.7,-6476.44
130 MV,90KHZ,38124.3,-9.78689,2.58491e-05,4.45425e-06,37572.9,-6473.91
130 MV,90KHZ,38123.9,-9.78379,2.58499e-05,4.4532e-06,37577.6,-6477.52
130 MV,90KHZ,38127.4,-9.77993,2.58455e-05,4.4539e-06,37575.1,-6474.24
130 MV,90KHZ,38128.8,-9.78583,2.58475e-05,4.45884e-06,37572.0,-6481.12
130 MV,100KHZ,37918.8,-8.453,2.60867e-05,3.8735e-06,37499.3,-5571.17
130 MV,100KHZ,37916.9,-8.44786,2.60853e-05,3.87423e-06,37501.8,-5571.55
130 MV,100KHZ,37917.9,-8.45319,2.60865e-05,3.87677e-06,37506.1,-5572.83
130 MV,100KHZ,37918.7,-8.45606,2.60886e-05,3.87506e-06,37510.4,-5574.5
130 MV,100KHZ,37915.4,-8.45477,2.6087e-05,3.87764e-06,37510.2,-5577.35
130 MV,100KHZ,37917.4,-8.45395,2.60857e-05,3.87559e-06,37505.3,-5570.58
130 MV,100KHZ,37916.6,-8.4484,2.60874e-05,3.8731e-06,37509.5,-5577.28
130 MV,100KHZ,37914.9,-8.44959,2.60847e-05,3.88086e-06,37503.8,-5578.66
130 MV,110KHZ,37827.6,-7.06027,2.62395e-05,3.25044e-06,37552.7,-4650.11
130 MV,110KHZ,37819.8,-7.06456,2.62265e-05,3.24249e-06,37528.4,-4654.59
130 MV,110KHZ,37842.1,-7.0512,2.6243e-05,3.2514e-06,37551.0,-4644.71
130 MV,110KHZ,37818.3,-7.06842,2.62317e-05,3.24513e-06,37541.6,-4651.03
130 MV,110KHZ,37827.2,-7.06269,2.62308e-05,3.24983e-06,37531.7,-4653.44
130 MV,110KHZ,37836.5,-7.05422,2.62417e-05,3.25404e-06,37541.3,-4649.64
130 MV,110KHZ,37817.1,-7.06879,2.62232e-05,3.24278e-06,37532.2,-4653.59
130 MV,110KHZ,37834.5,-7.05326,2.62364e-05,3.2544e-06,37543.0,-4647.52
130 MV,120KHZ,37825.4,-7.06155,2.62287e-05,3.24928e-06,37525.7,-4650.13
130 MV,120KHZ,37838.5,-7.05903,2.62432e-05,3.25261e-06,37556.1,-4644.56
130 MV,120KHZ,37817.8,-7.07027,2.62265e-05,3.24629e-06,37533.5,-4654.97
130 MV,120KHZ,37834.7,-7.05689,2.62338e-05,3.25107e-06,37542.5,-4650.35
130 MV,120KHZ,37832.3,-7.06323,2.62419e-05,3.25252e-06,37554.5,-4646.98
130 MV,120KHZ,37818.5,-7.06739,2.62255e-05,3.24694e-06,37527.3,-4658.4
130 MV,120KHZ,37843.3,-7.05397,2.6239e-05,3.25454e-06,37549.3,-4649.0
130 MV,120KHZ,37820.5,-7.06584,2.62335e-05,3.24906e-06,37545.9,-4653.86
130 MV,130KHZ,37832.3,-6.78084,2.62486e-05,3.1212e-06,37570.8,-4467.38
130 MV,130KHZ,37832.7,-6.78142,2.62444e-05,3.12094e-06,37569.3,-4468.28
130 MV,130KHZ,37831.6,-6.78307,2.62467e-05,3.12095e-06,37566.7,-4467.69
130 MV,130KHZ,37834.4,-6.78061,2.62455e-05,3.1214e-06,37571.4,-4467.22
130 MV,130KHZ,37835.6,-6.7825,2.62466e-05,3.12109e-06,37570.8,-4466.95
130 MV,130KHZ,37834.3,-6.77953,2.62454e-05,3.12203e-06,37567.8,-4467.7
130 MV,130KHZ,37838.6,-6.78163,2.62462e-05,3.12205e-06,37569.9,-4467.45
130 MV,130KHZ,37836.2,-6.78584,2.62439e-05,3.12278e-06,37572.1,-4469.38
130 MV,140KHZ,37956.7,-5.6558,2.62168e-05,2.59817e-06,37768.9,-3741.7
130 MV,140KHZ,37954.2,-5.66018,2.62167e-05,2.59645e-06,37772.5,-3745.97
130 MV,140KHZ,37960.5,-5.65814,2.62198e-05,2.59834e-06,37772.6,-3742.44
130 MV,140KHZ,37957.4,-5.66164,2.62147e-05,2.59769e-06,37770.1,-3742.52
130 MV,140KHZ,37959.3,-5.66071,2.62146e-05,2.59728e-06,37770.1,-3746.27
130 MV,140KHZ,37959.3,-5.66368,2.62168e-05,2.59913e-06,37771.1,-3746.44
130 MV,140KHZ,37955.1,-5.66194,2.62139e-05,2.59939e-06,37775.0,-3744.99
130 MV,140KHZ,37952.6,-5.65815,2.62165e-05,2.59901e-06,37771.9,-3743.36
130 MV,150KHZ,37958.1,-5.6664,2.6215e-05,2.59981e-06,37771.1,-3740.22
130 MV,150KHZ,37953.1,-5.65668,2.62169e-05,2.59933e-06,37768.2,-3746.49
130 MV,150KHZ,37957.0,-5.65983,2.62156e-05,2.60039e-06,37774.0,-3744.74
130 MV,150KHZ,37956.0,-5.66062,2.62148e-05,2.59914e-06,37772.6,-3739.79
130 MV,150KHZ,37954.0,-5.65861,2.62176e-05,2.59939e-06,37772.9,-3744.1
130 MV,150KHZ,37957.1,-5.66287,2.62165e-05,2.59996e-06,37776.0,-3744.35
130 MV,150KHZ,37957.8,-5.66319,2.62163e-05,2.59952e-06,37772.4,-3742.68
130 MV,150KHZ,37956.7,-5.662,2.62159e-05,2.60035e-06,37771.3,-3746.38
130 MV,160KHZ,38017.4,-5.32736,2.6158e-05,2.45082e-06,37909.8,-3524.93
130 MV,160KHZ,38018.5,-5.3074,2.61872e-05,2.44932e-06,37903.2,-3549.2
130 MV,160KHZ,38056.1,-5.30717,2.61878e-05,2.43354e-06,37860.0,-3545.53
130 MV,160KHZ,38078.2,-5.33566,2.6166e-05,2.42916e-06,37843.8,-3523.41
130 MV,160KHZ,38043.1,-5.34277,2.61493e-05,2.43751e-06,37881.1,-3510.13
130 MV,160KHZ,38017.2,-5.33274,2.61671e-05,2.44765e-06,37913.0,-3532.36
130 MV,160KHZ,38027.9,-5.3075,2.61949e-05,2.44349e-06,37893.1,-3550.78
130 MV,160KHZ,38064.0,-5.31872,2.61895e-05,2.42761e-06,37854.0,-3532.8
130 MV,170KHZ,38109.3,-5.13058,2.61373e-05,2.34585e-06,37954.8,-3404.12
130 MV,170KHZ,38108.4,-5.12942,2.61359e-05,2.3458e-06,37956.1,-3404.21
130 MV,170KHZ,38109.1,-5.12984,2.61373e-05,2.34374e-06,37957.0,-3408.71
130 MV,170KHZ,38106.8,-5.12665,2.61355e-05,2.34506e-06,37956.6,-3405.92
130 MV,170KHZ,38110.6,-5.13233,2.61355e-05,2.34696e-06,37959.0,-3403.27
130 MV,170KHZ,38107.7,-5.12738,2.61345e-05,2.34449e-06,37955.9,-3405.57
130 MV,170KHZ,38109.6,-5.1276,2.61361e-05,2.34641e-06,37956.3,-3405.9
130 MV,170KHZ,38108.4,-5.13333,2.6136e-05,2.34518e-06,37956.3,-3404.55
130 MV,180KHZ,38107.3,-5.12695,2.61371e-05,2.34485e-06,37955.2,-3407.19
130 MV,180KHZ,38105.7,-5.13362,2.61372e-05,2.34545e-06,37956.0,-3404.39
130 MV,180KHZ,38107.6,-5.12777,2.61355e-05,2.3468e-06,37954.5,-3404.07
130 MV,180KHZ,38106.3,-5.12836,2.61362e-05,2.34525e-06,37954.8,-3406.53
130 MV,180KHZ,38105.0,-5.12511,2.61356e-05,2.34514e-06,37956.1,-3407.53
130 MV,180KHZ,38104.8,-5.13038,2.61381e-05,2.3463e-06,37957.5,-3407.71
130 MV,180KHZ,38107.1,-5.12583,2.61361e-05,2.34611e-06,37952.9,-3408.82
130 MV,180KHZ,38107.7,-5.12827,2.6136e-05,2.34637e-06,37952.6,-3408.19
130 MV,190KHZ,38413.0,-2956.96,2.58847e-05,1.98765e-06,38388.5,-2955.81
130 MV,190KHZ,38493.6,-4.422,2.58856e-05,2.00079e-06,38408.0,-2953.22
130 MV,190KHZ,38508.3,-4.37517,2.59003e-05,2.00354e-06,38384.7,-2985.17
130 MV,190KHZ,38537.2,-4.42644,2.58932e-05,1.98858e-06,38385.1,-2967.74
130 MV,190KHZ,38499.6,-4.43847,2.58815e-05,1.99482e-06,38401.3,-2950.49
130 MV,190KHZ,38493.1,-4.39582,2.58933e-05,2.00607e-06,38405.8,-2964.23
130 MV,190KHZ,38522.8,-4.38376,2.58989e-05,1.99713e-06,38382.8,-2972.19
130 MV,190KHZ,38515.2,-4.43944,2.58772e-05,1.99045e-06,38386.9,-2953.29
130 MV,200KHZ,38490.7,-4.43958,2.58817e-05,1.9973e-06,38404.2,-2953.99
130 MV,200KHZ,38504.0,-4.38121,2.58975e-05,2.00803e-06,38403.6,-2972.1
130 MV,200KHZ,38526.7,-4.4052,2.58908e-05,1.97183e-06,38360.8,-2962.45
130 MV,200KHZ,38500.9,-4.47092,2.58803e-05,1.99263e-06,38393.0,-2947.36
130 MV,200KHZ,38491.4,-4.40041,2.58913e-05,2.00637e-06,38415.9,-2962.83
130 MV,200KHZ,38521.9,-4.38976,2.58993e-05,1.99915e-06,38394.3,-2975.09
130 MV,200KHZ,38517.7,-4.44414,2.58866e-05,1.98971e-06,38385.5,-2959.9
130 MV,200KHZ,38491.7,-4.43069,2.58801e-05,1.99968e-06,38410.6,-2961.6
130 MV,210KHZ,38532.5,-4.43311,2.58872e-05,1.99118e-06,38383.9,-2964.81
130 MV,210KHZ,38500.6,-4.43889,2.58785e-05,2.00304e-06,38407.7,-2950.49
130 MV,210KHZ,38499.1,-4.37485,2.59157e-05,2.01393e-06,38407.6,-2972.94
130 MV,210KHZ,38533.2,-4.4049,2.58931e-05,1.99446e-06,38382.1,-2974.07
130 MV,210KHZ,38517.2,-4.45184,2.58763e-05,1.99238e-06,38402.4,-2952.89
130 MV,210KHZ,38494.4,-4.41467,2.58855e-05,2.00719e-06,38418.2,-2967.61
130 MV,210KHZ,38532.6,-4.38641,2.58943e-05,2.00482e-06,38400.8,-2983.0
130 MV,210KHZ,38530.8,-4.43938,2.58826e-05,1.99443e-06,38390.2,-2962.63
130 MV,220KHZ,38534.9,-4.4394,2.5881e-05,1.98881e-06,38392.5,-2967.11
130 MV,220KHZ,38496.3,-4.43737,2.58743e-05,2.00462e-06,38413.2,-2954.28
130 MV,220KHZ,38508.8,-4.38258,2.58931e-05,2.01106e-06,38410.9,-2971.29
130 MV,220KHZ,38537.6,-4.41055,2.58887e-05,1.99381e-06,38393.4,-2974.82
130 MV,220KHZ,38516.7,-4.44299,2.58757e-05,1.99558e-06,38406.8,-2954.65
130 MV,220KHZ,38504.9,-4.40855,2.58865e-05,2.00747e-06,38420.7,-2967.66
130 MV,220KHZ,38532.6,-4.38617,2.58922e-05,2.00078e-06,38402.6,-2981.84
130 MV,220KHZ,38533.0,-4.44028,2.58775e-05,1.99141e-06,38393.7,-2962.9
130 MV,230KHZ,39060.5,-4.02657,2.54996e-05,1.81549e-06,39039.7,-2628.75
130 MV,230KHZ,39089.3,-4.09433,2.55068e-05,1.75461e-06,39051.8,-2696.39
130 MV,230KHZ,39101.9,-4.02353,2.54953e-05,1.71533e-06,38953.5,-2769.2
130 MV,230KHZ,39121.3,-3.89255,2.55257e-05,1.75213e-06,38987.4,-2801.51
130 MV,230KHZ,39111.3,-3.87362,2.55401e-05,1.81551e-06,39049.1,-2706.05
130 MV,230KHZ,39085.2,-3.98547,2.55187e-05,1.82956e-06,39064.3,-2631.06
130 MV,230KHZ,39073.1,-4.09317,2.54844e-05,1.77124e-06,38998.7,-2647.42
130 MV,230KHZ,39110.9,-4.05032,2.54878e-05,1.71924e-06,38961.5,-2756.04
130 MV,240KHZ,39097.4,-3.94108,2.55252e-05,1.83686e-06,39062.2,-2648.54
130 MV,240KHZ,39076.3,-4.05626,2.5498e-05,1.79351e-06,39027.0,-2639.39
130 MV,240KHZ,39098.9,-4.07511,2.54832e-05,1.73555e-06,38962.9,-2712.79
130 MV,240KHZ,39121.8,-3.96456,2.55093e-05,1.72298e-06,38964.3,-2800.03
130 MV,240KHZ,39131.8,-3.86463,2.55351e-05,1.77591e-06,39014.8,-2778.75
130 MV,240KHZ,39097.9,-3.91171,2.55249e-05,1.83019e-06,39055.3,-2682.86
130 MV,240KHZ,39087.6,-4.02563,2.55055e-05,1.81677e-06,39049.0,-2625.62
130 MV,240KHZ,39088.2,-4.0965,2.54819e-05,1.75955e-06,38982.6,-2690.28
130 MV,250KHZ,39256.1,-3.91998,2.54079e-05,1.74334e-06,39165.4,-2685.67
130 MV,250KHZ,39259.2,-3.91662,2.54064e-05,1.7388e-06,39168.5,-2678.18
130 MV,250KHZ,39263.9,-3.91605,2.5413e-05,1.74361e-06,39163.8,-2680.91
130 MV,250KHZ,39258.0,-3.91773,2.54082e-05,1.74047e-06,39171.7,-2684.92
130 MV,250KHZ,39265.9,-3.91717,2.54097e-05,1.74209e-06,39174.2,-2685.73
130 MV,250KHZ,39261.4,-3.91407,2.54115e-05,1.7368e-06,39164.3,-2680.75
130 MV,250KHZ,39262.6,-3.91517,2.54099e-05,1.73783e-06,39173.1,-2682.35
130 MV,250KHZ,39265.7,-3.92003,2.54092e-05,1.74094e-06,39176.9,-2680.53
130 MV,260KHZ,39263.4,-3.91418,2.54151e-05,1.74401e-06,39167.5,-2680.04
130 MV,260KHZ,39266.8,-3.91502,2.54061e-05,1.74383e-06,39173.3,-2692.87
130 MV,260KHZ,39263.9,-3.91195,2.54029e-05,1.74325e-06,39167.2,-2675.78
130 MV,260KHZ,39267.4,-3.92078,2.54084e-05,1.73948e-06,39170.9,-2686.29
130 MV,260KHZ,39259.0,-3.91302,2.54061e-05,1.74207e-06,39176.6,-2689.0
130 MV,260KHZ,39264.8,-3.9226,2.54028e-05,1.73887e-06,39171.0,-2681.71
130 MV,260KHZ,39263.5,-3.91296,2.54109e-05,1.73374e-06,39169.1,-2685.66
130 MV,260KHZ,39263.0,-3.91826,2.54041e-05,1.74295e-06,39173.2,-2686.19
130 MV,270KHZ,39266.1,-3.92858,2.54081e-05,1.74069e-06,39182.8,-2683.23
130 MV,270KHZ,39266.2,-3.9265,2.54114e-05,1.7408e-06,39165.0,-2685.49
130 MV,270KHZ,39265.9,-3.92283,2.54059e-05,1.74353e-06,39174.1,-2692.66
130 MV,270KHZ,39266.5,-3.92051,2.54041e-05,1.73659e-06,39170.2,-2678.11
130 MV,270KHZ,39268.2,-3.92339,2.54028e-05,1.74204e-06,39169.6,-2688.3
130 MV,270KHZ,39269.8,-3.92349,2.54081e-05,1.74337e-06,39179.0,-2699.05
130 MV,270KHZ,39271.4,-3.92074,2.54057e-05,1.74112e-06,39175.7,-2691.41
130 MV,270KHZ,39268.6,-3.91177,2.54065e-05,1.73861e-06,39176.3,-2686.19
130 MV,280KHZ,40087.5,-3.78949,2.48943e-05,1.65039e-06,39998.8,-2653.2
130 MV,280KHZ,40082.5,-3.80242,2.48913e-05,1.65315e-06,39997.7,-2649.84
130 MV,280KHZ,40080.5,-3.78934,2.48911e-05,1.64777e-06,39999.7,-2648.6
130 MV,280KHZ,40087.8,-3.80548,2.48915e-05,1.65186e-06,39996.9,-2658.2
130 MV,280KHZ,40081.5,-3.80127,2.48908e-05,1.65213e-06,39996.7,-2649.93
130 MV,280KHZ,40084.5,-3.78776,2.48898e-05,1.64833e-06,39999.4,-2651.6
130 MV,280KHZ,40089.5,-3.79721,2.48926e-05,1.64932e-06,40000.9,-2652.83
130 MV,280KHZ,40085.9,-3.78972,2.48881e-05,1.64855e-06,40002.8,-2658.56
130 MV,290KHZ,40085.8,-3.7953,2.48893e-05,1.65467e-06,39999.6,-2652.45
130 MV,290KHZ,40082.5,-3.79735,2.48907e-05,1.6533e-06,39994.2,-2653.91
130 MV,290KHZ,40085.0,-3.8057,2.48874e-05,1.65107e-06,39999.5,-2656.14
130 MV,290KHZ,40085.1,-3.79548,2.489e-05,1.65439e-06,40002.8,-2656.01
130 MV,290KHZ,40089.1,-3.79746,2.48903e-05,1.65386e-06,39994.9,-2657.4
130 MV,290KHZ,40088.5,-3.7988,2.48884e-05,1.65174e-06,39997.8,-2656.6
130 MV,290KHZ,40091.5,-3.80192,2.48882e-05,1.6548e-06,40001.9,-2657.89
130 MV,290KHZ,40085.9,-3.79884,2.48868e-05,1.64957e-06,40006.8,-2649.95
130 MV,300KHZ,40089.6,-3.80031,2.48925e-05,1.64882e-06,39997.3,-2650.71
130 MV,300KHZ,40091.0,-3.79107,2.48881e-05,1.65347e-06,40002.7,-2658.88
130 MV,300KHZ,40090.7,-3.79488,2.48893e-05,1.65678e-06,40009.5,-2658.83
130 MV,300KHZ,40093.1,-3.80923,2.48902e-05,1.65253e-06,40001.1,-2660.78
130 MV,300KHZ,40091.7,-3.79897,2.48888e-05,1.6528e-06,40003.8,-2662.37
130 MV,300KHZ,40084.0,-3.80345,2.48877e-05,1.65464e-06,40001.8,-2654.99
130 MV,300KHZ,40091.6,-3.79959,2.48838e-05,1.6583e-06,40004.2,-2659.61
130 MV,300KHZ,40094.5,-3.80039,2.48872e-05,1.65319e-06,40007.3,-2660.26
130 MV,310KHZ,40084.5,-3.80389,2.48887e-05,1.65308e-06,40004.4,-2655.89
130 MV,310KHZ,40096.3,-3.80085,2.48886e-05,1.65651e-06,40006.0,-2663.01
130 MV,310KHZ,40090.9,-3.80372,2.48857e-05,1.65296e-06,40007.5,-2658.99
130 MV,310KHZ,40091.3,-3.80514,2.48891e-05,1.65876e-06,40006.4,-2655.0
130 MV,310KHZ,40090.9,-3.8104,2.48859e-05,1.65404e-06,40002.5,-2655.81
130 MV,310KHZ,40093.4,-3.80011,2.48862e-05,1.65403e-06,40006.7,-2660.56
130 MV,310KHZ,40093.8,-3.81218,2.48853e-05,1.65358e-06,40005.0,-2653.32
130 MV,310KHZ,40095.5,-3.81082,2.48894e-05,1.65782e-06,40008.9,-2659.78
130 MV,320KHZ,40436.9,-3.81991,2.46766e-05,1.64934e-06,40332.2,-2693.82
130 MV,320KHZ,40425.9,-3.84462,2.4678e-05,1.65125e-06,40342.9,-2704.05
130 MV,320KHZ,40433.4,-3.81166,2.4685e-05,1.65149e-06,40338.3,-2704.89
130 MV,320KHZ,40422.2,-3.854,2.46798e-05,1.65279e-06,40335.8,-2705.61
130 MV,320KHZ,40426.2,-3.8259,2.46837e-05,1.65788e-06,40342.6,-2698.49
130 MV,320KHZ,40417.3,-3.83574,2.4677e-05,1.65025e-06,40328.2,-2709.06
130 MV,320KHZ,40425.3,-3.83376,2.46806e-05,1.65741e-06,40345.8,-2704.28
130 MV,320KHZ,40422.8,-3.82019,2.46757e-05,1.6549e-06,40335.1,-2701.77
130 MV,330KHZ,40652.9,-3.82546,2.45426e-05,1.64853e-06,40561.9,-2720.31
130 MV,330KHZ,40651.6,-3.83681,2.45422e-05,1.64452e-06,40564.8,-2724.99
130 MV,330KHZ,40659.7,-3.84253,2.45404e-05,1.64609e-06,40559.0,-2713.34
130 MV,330KHZ,40659.8,-3.83521,2.45431e-05,1.64768e-06,40565.5,-2721.99
130 MV,330KHZ,40656.2,-3.83589,2.45407e-05,1.64615e-06,40562.8,-2723.04
130 MV,330KHZ,40662.7,-3.84833,2.4541e-05,1.64881e-06,40570.4,-2703.78
130 MV,330KHZ,40660.0,-3.83498,2.45366e-05,1.64789e-06,40570.9,-2723.06
130 MV,330KHZ,40653.6,-3.84934,2.45389e-05,1.64428e-06,40567.6,-2724.04
130 MV,340KHZ,40567.5,-2723.99,2.45415e-05,1.64459e-06,40565.4,-2727.65
130 MV,340KHZ,40666.0,-3.84119,2.45416e-05,1.64475e-06,40569.7,-2721.85
130 MV,340KHZ,40655.3,-3.84172,2.45433e-05,1.64726e-06,40565.2,-2727.13
130 MV,340KHZ,40661.0,-3.84952,2.4542e-05,1.64753e-06,40569.3,-2729.23
130 MV,340KHZ,40662.7,-3.83848,2.45402e-05,1.64546e-06,40571.9,-2725.05
130 MV,340KHZ,40652.1,-3.83509,2.45395e-05,1.64611e-06,40565.9,-2719.27
130 MV,340KHZ,40659.4,-3.83764,2.45407e-05,1.64778e-06,40569.2,-2718.59
130 MV,340KHZ,40657.8,-3.8399,2.45401e-05,1.64741e-06,40577.8,-2721.28
130 MV,350KHZ,40567.7,-2727.34,2.4535e-05,1.64599e-06,40567.0,-2724.49
130 MV,350KHZ,40659.4,-3.84192,2.45356e-05,1.64388e-06,40566.6,-2716.77
130 MV,350KHZ,40655.1,-3.8443,2.45364e-05,1.65253e-06,40569.3,-2722.25
130 MV,350KHZ,40665.4,-3.84265,2.45432e-05,1.64841e-06,40563.0,-2722.08
130 MV,350KHZ,40657.7,-3.84962,2.4541e-05,1.64873e-06,40571.2,-2723.74
130 MV,350KHZ,40660.6,-3.843,2.45364e-05,1.64687e-06,40571.5,-2723.02
130 MV,350KHZ,40661.2,-3.83502,2.45408e-05,1.64724e-06,40568.6,-2718.37
130 MV,350KHZ,40654.6,-3.84901,2.4542e-05,1.64928e-06,40570.8,-2719.54
130 MV,360KHZ,40655.9,-3.84651,2.45342e-05,1.64818e-06,40567.4,-2728.73
130 MV,360KHZ,40663.2,-3.84951,2.45385e-05,1.64922e-06,40568.0,-2717.44
130 MV,360KHZ,40658.1,-3.84975,2.4541e-05,1.65214e-06,40564.5,-2723.46
130 MV,360KHZ,40664.4,-3.83797,2.45389e-05,1.64717e-06,40565.7,-2727.83
130 MV,360KHZ,40662.6,-3.84416,2.45405e-05,1.65553e-06,40565.7,-2732.55
