Voltage,Frequency,Impedance,Phase,Conductance,Susceptance,Resistance,Reactance
290 MV,660KHZ,45553.1,2.16954,2.19372e-05,-8.29585e-07,45522.6,1717.78
290 MV,660KHZ,45545.3,2.16108,2.19383e-05,-8.2881e-07,45520.7,1726.29
290 MV,660KHZ,45549.9,2.16577,2.19399e-05,-8.28283e-07,45516.6,1721.11
290 MV,660KHZ,45549.6,2.16268,2.19395e-05,-8.27996e-07,45519.3,1722.05
290 MV,660KHZ,45547.2,2.16999,2.19395e-05,-8.29262e-07,45518.7,1722.63
290 MV,670KHZ,45543.8,2.15706,2.19402e-05,-8.32004e-07,45517.4,1720.65
290 MV,670KHZ,45549.5,2.15812,2.19404e-05,-8.29248e-07,45518.1,1720.98
290 MV,670KHZ,45547.5,2.16288,2.19404e-05,-8.30576e-07,45509.0,1717.44
290 MV,670KHZ,45552.0,2.1624,2.19395e-05,-8.31589e-07,45512.0,1718.2
290 MV,670KHZ,45541.9,2.16621,2.19395e-05,-8.29007e-07,45508.8,1726.68
290 MV,670KHZ,45543.3,2.17152,2.19396e-05,-8.30652e-07,45513.0,1720.49
290 MV,670KHZ,45551.0,2.16773,2.19409e-05,-8.29781e-07,45516.5,1727.49
290 MV,670KHZ,45550.5,2.16273,2.19424e-05,-8.29397e-07,45510.6,1719.89
290 MV,680KHZ,45542.5,2.16273,2.19421e-05,-8.30765e-07,45510.6,1722.55
290 MV,680KHZ,45546.3,2.16764,2.19426e-05,-8.31397e-07,45514.9,1722.54
290 MV,680KHZ,45541.9,2.16926,2.19421e-05,-8.30455e-07,45510.3,1723.37
290 MV,680KHZ,45541.0,2.16329,2.19423e-05,-8.29264e-07,45512.3,1722.43
290 MV,680KHZ,45537.1,2.16369,2.19424e-05,-8.30835e-07,45512.2,1725.02
290 MV,680KHZ,45540.2,2.16989,2.19421e-05,-8.32138e-07,45507.3,1723.86
290 MV,680KHZ,45546.5,2.16529,2.19432e-05,-8.30687e-07,45506.8,1723.75
290 MV,680KHZ,45542.0,2.17349,2.19412e-05,-8.29204e-07,45503.2,1721.09
290 MV,690KHZ,45537.8,2.16522,2.19441e-05,-8.315e-07,45509.1,1728.04
290 MV,690KHZ,45544.2,2.17047,2.19428e-05,-8.3157e-07,45507.7,1725.92
290 MV,690KHZ,45540.1,2.16942,2.19441e-05,-8.28744e-07,45503.8,1721.8
290 MV,690KHZ,45538.4,2.16939,2.19418e-05,-8.30754e-07,45505.7,1721.45
290 MV,690KHZ,45537.8,2.17241,2.19446e-05,-8.30995e-07,45506.4,1722.08
290 MV,690KHZ,45543.1,2.16462,2.19419e-05,-8.30657e-07,45507.6,1723.71
290 MV,690KHZ,45539.7,2.17347,2.19464e-05,-8.3046e-07,45502.8,1726.61
290 MV,690KHZ,45535.6,2.17119,2.19456e-05,-8.31399e-07,45499.0,1722.41
290 MV,700KHZ,45534.9,2.17282,2.1945e-05,-8.31349e-07,45499.3,1722.61
290 MV,700KHZ,45536.8,2.16789,2.19473e-05,-8.30193e-07,45505.9,1721.87
290 MV,700KHZ,45535.7,2.16849,2.19463e-05,-8.31189e-07,45503.3,1722.41
290 MV,700KHZ,45532.9,2.17012,2.19435e-05,-8.33064e-07,45499.4,1725.11
290 MV,700KHZ,45537.3,2.1678,2.19455e-05,-8.31371e-07,45499.1,1724.08
290 MV,700KHZ,45531.4,2.18002,2.19487e-05,-8.29041e-07,45503.7,1722.6
290 MV,700KHZ,45535.4,2.16538,2.19477e-05,-8.32214e-07,45496.6,1727.14
290 MV,700KHZ,45532.9,2.16909,2.1945e-05,-8.33339e-07,45498.9,1723.72
290 MV,710KHZ,45532.6,2.17339,2.19461e-05,-8.34404e-07,45500.9,1722.73
290 MV,710KHZ,45535.0,2.16535,2.19462e-05,-8.2987e-07,45497.7,1725.39
290 MV,710KHZ,45522.9,2.16643,2.19449e-05,-8.3109e-07,45502.5,1723.97
290 MV,710KHZ,45531.4,2.167,2.19469e-05,-8.31425e-07,45501.5,1725.95
290 MV,710KHZ,45521.4,2.16646,2.19469e-05,-8.30523e-07,45498.6,1725.02
290 MV,710KHZ,45535.0,2.16727,2.19466e-05,-8.33021e-07,45500.9,1721.07
290 MV,710KHZ,45533.4,2.17129,2.19465e-05,-8.32148e-07,45500.1,1723.66
290 MV,710KHZ,45532.9,2.17211,2.19479e-05,-8.3089e-07,45496.9,1727.69
290 MV,720KHZ,45528.6,2.17316,2.19491e-05,-8.3356e-07,45499.6,1727.45
290 MV,720KHZ,45527.5,2.16889,2.19507e-05,-8.34065e-07,45502.3,1724.14
290 MV,720KHZ,45528.5,2.17165,2.19486e-05,-8.31263e-07,45497.4,1725.48
290 MV,720KHZ,45529.3,2.17072,2.19484e-05,-8.31117e-07,45496.2,1724.08
290 MV,720KHZ,45524.6,2.17547,2.19504e-05,-8.33901e-07,45497.5,1725.35
290 MV,720KHZ,45531.6,2.1693,2.19475e-05,-8.33425e-07,45491.2,1724.74
290 MV,720KHZ,45531.7,2.17292,2.19482e-05,-8.33387e-07,45490.6,1723.49
290 MV,720KHZ,45528.0,2.178,2.19484e-05,-8.32402e-07,45495.7,1723.61
290 MV,730KHZ,45530.9,2.17085,2.19513e-05,-8.33166e-07,45492.0,1728.98
290 MV,730KHZ,45523.9,2.18006,2.19471e-05,-8.30579e-07,45493.4,1726.93
290 MV,730KHZ,45525.5,2.1719,2.19507e-05,-8.32377e-07,45493.6,1727.38
290 MV,730KHZ,45524.2,2.1687,2.195e-05,-8.32743e-07,45489.3,1725.84
290 MV,730KHZ,45525.2,2.17237,2.19497e-05,-8.31647e-07,45490.6,1729.65
290 MV,730KHZ,45524.7,2.17272,2.19521e-05,-8.33053e-07,45491.0,1723.46
290 MV,730KHZ,45527.9,2.17709,2.19502e-05,-8.33408e-07,45496.2,1724.0
290 MV,730KHZ,45526.1,2.16918,2.19504e-05,-8.3402e-07,45491.1,1727.08
290 MV,740KHZ,50512.0,12.1304,1.9359e-05,-4.16017e-06,49384.3,10604.9
290 MV,740KHZ,50515.4,12.132,1.93588e-05,-4.15965e-06,49386.6,10614.8
290 MV,740KHZ,50519.3,12.128,1.93559e-05,-4.15882e-06,49385.9,10615.0
290 MV,740KHZ,50502.0,12.1333,1.93598e-05,-4.15812e-06,49390.0,10605.7
290 MV,740KHZ,50500.4,12.1143,1.93501e-05,-4.15962e-06,49386.6,10602.2
290 MV,740KHZ,50504.7,12.1274,1.93567e-05,-4.15768e-06,49379.6,10609.2
290 MV,740KHZ,50513.6,12.1317,1.9361e-05,-4.1575e-06,49380.0,10601.2
290 MV,740KHZ,50518.2,12.1277,1.93576e-05,-4.16126e-06,49381.9,10612.6
290 MV,750KHZ,50509.6,12.1243,1.93589e-05,-4.15893e-06,49384.5,10610.7
290 MV,750KHZ,50500.7,12.1221,1.93598e-05,-4.15978e-06,49381.1,10600.1
290 MV,750KHZ,50497.6,12.1377,1.936e-05,-4.16325e-06,49370.0,10602.8
290 MV,750KHZ,50504.1,12.1353,1.93624e-05,-4.16005e-06,49378.4,10610.9
290 MV,750KHZ,50506.9,12.1335,1.93575e-05,-4.15924e-06,49379.5,10602.6
290 MV,750KHZ,50505.8,12.1346,1.93603e-05,-4.15478e-06,49377.9,10613.4
290 MV,750KHZ,50511.8,12.1231,1.93575e-05,-4.1612e-06,49376.3,10608.4
290 MV,750KHZ,50499.3,12.1163,1.93553e-05,-4.15922e-06,49379.8,10604.2
290 MV,760KHZ,50495.3,12.1241,1.93566e-05,-4.15853e-06,49375.2,10611.3
290 MV,760KHZ,50492.2,12.1337,1.93571e-05,-4.1591e-06,49367.8,10613.7
290 MV,760KHZ,50491.3,12.1254,1.93621e-05,-4.16132e-06,49362.6,10612.4
290 MV,760KHZ,50504.9,12.1268,1.93596e-05,-4.15881e-06,49368.9,10610.0
290 MV,760KHZ,50504.4,12.1295,1.93606e-05,-4.16055e-06,49371.5,10605.3
290 MV,760KHZ,50504.4,12.1189,1.93586e-05,-4.15863e-06,49376.7,10600.4
290 MV,760KHZ,50500.5,12.1243,1.936e-05,-4.16133e-06,49374.2,10610.8
290 MV,760KHZ,50506.8,12.1182,1.93619e-05,-4.15841e-06,49378.1,10604.9
290 MV,770KHZ,50498.1,12.1242,1.9363e-05,-4.16269e-06,49382.8,10608.5
290 MV,770KHZ,50494.7,12.1186,1.93608e-05,-4.15754e-06,49362.0,10615.0
290 MV,770KHZ,50499.2,12.1167,1.93591e-05,-4.15783e-06,49372.2,10613.7
290 MV,770KHZ,50494.9,12.1339,1.93597e-05,-4.16093e-06,49366.5,10606.9
290 MV,770KHZ,50502.1,12.1195,1.93621e-05,-4.16159e-06,49373.5,10609.1
290 MV,770KHZ,50498.2,12.1262,1.93605e-05,-4.16335e-06,49366.0,10609.4
290 MV,770KHZ,50498.4,12.1248,1.93633e-05,-4.15982e-06,49369.1,10609.7
290 MV,770KHZ,50494.7,12.1178,1.93591e-05,-4.16075e-06,49366.5,10607.6
290 MV,780KHZ,50484.7,12.1202,1.93626e-05,-4.16268e-06,49374.7,10611.9
290 MV,780KHZ,50485.8,12.1186,1.936e-05,-4.1618e-06,49355.8,10608.3
290 MV,780KHZ,50482.4,12.1257,1.93616e-05,-4.16018e-06,49355.1,10608.7
290 MV,780KHZ,50493.2,12.1253,1.93622e-05,-4.16453e-06,49370.9,10606.6
290 MV,780KHZ,50493.4,12.1277,1.93611e-05,-4.16274e-06,49362.0,10608.4
290 MV,780KHZ,50495.2,12.1219,1.93632e-05,-4.15982e-06,49381.2,10614.1
290 MV,780KHZ,50486.2,12.1328,1.93613e-05,-4.1612e-06,49372.3,10602.7
290 MV,780KHZ,50494.3,12.1211,1.93608e-05,-4.1628e-06,49361.7,10607.4
290 MV,790KHZ,50493.2,12.1362,1.93608e-05,-4.16229e-06,49367.9,10610.8
290 MV,790KHZ,50491.2,12.1379,1.93664e-05,-4.16343e-06,49362.0,10603.4
290 MV,790KHZ,50491.5,12.1296,1.9362e-05,-4.16326e-06,49371.1,10612.7
290 MV,790KHZ,50487.8,12.1444,1.93612e-05,-4.16251e-06,49362.8,10613.3
290 MV,790KHZ,50493.5,12.1244,1.93641e-05,-4.16037e-06,49369.8,10604.1
290 MV,790KHZ,50496.1,12.123,1.93613e-05,-4.16077e-06,49367.6,10604.0
290 MV,790KHZ,50490.9,12.1304,1.93628e-05,-4.15932e-06,49362.9,10604.7
290 MV,790KHZ,50483.1,12.1373,1.93611e-05,-4.1647e-06,49357.0,10614.1
290 MV,800KHZ,50484.8,12.1237,1.93618e-05,-4.1606e-06,49369.6,10615.8
290 MV,800KHZ,50489.3,12.1268,1.9364e-05,-4.15843e-06,49357.9,10608.5
290 MV,800KHZ,50482.1,12.1159,1.93636e-05,-4.16122e-06,49361.9,10597.0
290 MV,800KHZ,50488.1,12.1338,1.93652e-05,-4.16373e-06,49355.4,10614.7
290 MV,800KHZ,50484.5,12.1402,1.93648e-05,-4.16056e-06,49354.2,10609.4
290 MV,800KHZ,50488.9,12.1355,1.93683e-05,-4.15806e-06,49361.3,10610.1
290 MV,800KHZ,50486.9,12.1323,1.93653e-05,-4.16362e-06,49365.2,10608.4
290 MV,800KHZ,50485.7,12.1264,1.93637e-05,-4.16208e-06,49359.8,10613.9
290 MV,810KHZ,50490.9,12.1295,1.93665e-05,-4.16306e-06,49359.7,10601.6
290 MV,810KHZ,50489.4,12.1458,1.93702e-05,-4.16482e-06,49358.6,10602.1
290 MV,810KHZ,50477.7,12.1328,1.93637e-05,-4.16312e-06,49365.5,10612.8
290 MV,810KHZ,50493.4,12.1351,1.93666e-05,-4.16016e-06,49363.5,10614.7
290 MV,810KHZ,50482.9,12.1318,1.93623e-05,-4.1636e-06,49364.8,10611.1
290 MV,810KHZ,50474.5,12.1219,1.93649e-05,-4.16073e-06,49358.5,10606.2
290 MV,810KHZ,50483.3,12.1305,1.93682e-05,-4.1645e-06,49351.8,10602.2
290 MV,810KHZ,50478.6,12.1258,1.93687e-05,-4.16381e-06,49350.0,10606.5
290 MV,820KHZ,50486.7,12.1254,1.93633e-05,-4.1631e-06,49354.1,10612.8
290 MV,820KHZ,50472.1,12.1331,1.93646e-05,-4.16068e-06,49360.8,10603.7
290 MV,820KHZ,50487.5,12.1306,1.9367e-05,-4.16266e-06,49350.1,10600.4
290 MV,820KHZ,50480.2,12.1304,1.93672e-05,-4.16655e-06,49351.1,10602.9
290 MV,820KHZ,50483.6,12.128,1.93636e-05,-4.16457e-06,49348.5,10609.4
290 MV,820KHZ,50482.3,12.1344,1.93676e-05,-4.16169e-06,49348.0,10613.2
290 MV,820KHZ,50479.4,12.1329,1.93681e-05,-4.16247e-06,49354.9,10612.6
290 MV,820KHZ,50480.9,12.1261,1.93648e-05,-4.16355e-06,49366.3,10609.3
290 MV,830KHZ,50468.5,12.1419,1.93663e-05,-4.16309e-06,49355.9,10604.8
290 MV,830KHZ,50477.6,12.1481,1.93708e-05,-4.16305e-06,49340.0,10604.1
290 MV,830KHZ,50477.7,12.1248,1.93696e-05,-4.15914e-06,49354.1,10612.3
290 MV,830KHZ,50493.4,12.1439,1.93654e-05,-4.16376e-06,49354.4,10604.5
290 MV,830KHZ,50482.0,12.1364,1.93661e-05,-4.16562e-06,49350.7,10606.0
290 MV,830KHZ,50484.6,12.126,1.93655e-05,-4.16411e-06,49355.7,10611.8
290 MV,830KHZ,50474.1,12.1328,1.93667e-05,-4.16593e-06,49356.0,10616.1
290 MV,830KHZ,50474.5,12.1242,1.93699e-05,-4.1624e-06,49351.8,10599.7
290 MV,840KHZ,50472.8,12.1393,1.93668e-05,-4.16558e-06,49341.8,10603.3
290 MV,840KHZ,50475.5,12.1404,1.93708e-05,-4.166e-06,49346.2,10600.6
290 MV,840KHZ,50478.5,12.1379,1.93668e-05,-4.16359e-06,49338.3,10620.2
290 MV,840KHZ,50477.4,12.1319,1.93688e-05,-4.16039e-06,49352.2,10607.7
290 MV,840KHZ,50481.5,12.1347,1.93664e-05,-4.16449e-06,49344.4,10610.7
290 MV,840KHZ,50488.0,12.1273,1.93658e-05,-4.1603e-06,49347.7,10612.9
290 MV,840KHZ,50463.4,12.1264,1.93696e-05,-4.16219e-06,49350.4,10609.4
290 MV,840KHZ,50470.3,12.1355,1.93718e-05,-4.16526e-06,49338.7,10607.5
290 MV,850KHZ,50475.3,12.1301,1.93662e-05,-4.16222e-06,49344.3,10613.3
290 MV,850KHZ,50475.1,12.1322,1.93708e-05,-4.16344e-06,49344.5,10603.7
290 MV,850KHZ,50468.2,12.1316,1.93688e-05,-4.16586e-06,49337.7,10606.7
290 MV,850KHZ,50461.2,12.1451,1.93726e-05,-4.16211e-06,49340.3,10603.6
290 MV,850KHZ,50470.8,12.1392,1.9372e-05,-4.16578e-06,49342.5,10610.4
290 MV,850KHZ,50472.5,12.1363,1.93755e-05,-4.16803e-06,49345.5,10618.2
290 MV,850KHZ,50477.5,12.1283,1.93692e-05,-4.16388e-06,49346.9,10607.7
290 MV,850KHZ,50481.9,12.1302,1.93743e-05,-4.16323e-06,49345.8,10612.6
290 MV,860KHZ,50476.0,12.1208,1.937e-05,-4.16559e-06,49349.5,10613.1
290 MV,860KHZ,50473.3,12.1181,1.93721e-05,-4.16854e-06,49339.6,10610.3
290 MV,860KHZ,50462.8,12.1306,1.93725e-05,-4.16358e-06,49342.3,10616.6
290 MV,860KHZ,50461.3,12.143,1.93732e-05,-4.16642e-06,49337.9,10605.5
290 MV,860KHZ,50460.1,12.1399,1.9373e-05,-4.16402e-06,49341.5,10609.1
290 MV,860KHZ,50469.2,12.1371,1.9374e-05,-4.16242e-06,49340.4,10609.4
290 MV,860KHZ,50470.5,12.1195,1.93692e-05,-4.16512e-06,49343.0,10611.2
290 MV,860KHZ,50464.2,12.1325,1.93705e-05,-4.1631e-06,49346.8,10600.7
290 MV,870KHZ,50452.3,12.1319,1.93738e-05,-4.16514e-06,49345.8,10612.6
290 MV,870KHZ,50472.4,12.1321,1.93756e-05,-4.16828e-06,49342.2,10597.2
290 MV,870KHZ,50462.3,12.1328,1.93732e-05,-4.16271e-06,49336.4,10610.7
290 MV,870KHZ,50465.3,12.1347,1.93763e-05,-4.16158e-06,49339.0,10601.1
290 MV,870KHZ,50470.4,12.1334,1.93736e-05,-4.16823e-06,49333.3,10611.9
290 MV,870KHZ,50468.0,12.1308,1.93741e-05,-4.16685e-06,49333.5,10622.6
290 MV,870KHZ,50456.2,12.1257,1.93698e-05,-4.168e-06,49340.6,10603.4
290 MV,870KHZ,50457.5,12.143,1.93793e-05,-4.16606e-06,49336.2,10611.1
290 MV,880KHZ,50456.9,12.134,1.93741e-05,-4.16991e-06,49328.2,10610.1
290 MV,880KHZ,50448.9,12.1352,1.93734e-05,-4.16661e-06,49333.3,10611.8
290 MV,880KHZ,50458.1,12.1447,1.93734e-05,-4.16792e-06,49333.5,10606.1
290 MV,880KHZ,50467.6,12.1341,1.93766e-05,-4.16625e-06,49334.4,10611.0
290 MV,880KHZ,50464.6,12.1419,1.93754e-05,-4.16722e-06,49337.7,10613.7
290 MV,880KHZ,50466.5,12.1252,1.9373e-05,-4.16615e-06,49333.2,10606.1
290 MV,880KHZ,50463.2,12.1363,1.93746e-05,-4.17043e-06,49339.6,10609.0
290 MV,880KHZ,50453.9,12.1429,1.93771e-05,-4.16558e-06,49332.6,10600.3
290 MV,890KHZ,55113.7,36.965,1.44967e-05,-1.09139e-05,44017.2,33127.2
290 MV,890KHZ,55122.8,36.9725,1.45022e-05,-1.09089e-05,44037.5,33137.0
290 MV,890KHZ,55104.5,36.9705,1.45044e-05,-1.09155e-05,44027.0,33157.8
290 MV,890KHZ,55082.2,36.936,1.44991e-05,-1.0916e-05,44019.4,33133.8
290 MV,890KHZ,55107.1,36.9523,1.44979e-05,-1.09082e-05,44011.7,33142.8
290 MV,890KHZ,55114.3,36.9891,1.44986e-05,-1.0914e-05,44004.6,33155.1
290 MV,890KHZ,55083.3,37.0131,1.45043e-05,-1.09226e-05,44034.2,33127.7
290 MV,890KHZ,55089.9,36.9665,1.45062e-05,-1.09038e-05,44052.9,33135.5
290 MV,900KHZ,55096.2,36.9787,1.45068e-05,-1.09108e-05,44039.1,33135.0
290 MV,900KHZ,55088.3,36.9329,1.44999e-05,-1.09117e-05,44027.3,33133.5
290 MV,900KHZ,55097.8,36.9694,1.44946e-05,-1.09137e-05,44022.1,33114.2
290 MV,900KHZ,55098.4,36.9737,1.45038e-05,-1.0911e-05,44034.2,33166.5
290 MV,900KHZ,55083.9,36.9684,1.44973e-05,-1.09202e-05,44013.4,33143.2
290 MV,900KHZ,55061.1,36.9781,1.45037e-05,-1.09159e-05,44012.5,33133.2
290 MV,900KHZ,55106.2,36.9582,1.45069e-05,-1.09077e-05,44035.4,33106.0
290 MV,900KHZ,55118.8,36.9534,1.44952e-05,-1.09113e-05,44015.3,33117.4
290 MV,910KHZ,55110.8,36.9463,1.44969e-05,-1.09132e-05,43986.8,33139.3
290 MV,910KHZ,55100.9,36.9828,1.45038e-05,-1.09181e-05,44023.5,33129.2
290 MV,910KHZ,55082.1,36.9716,1.45057e-05,-1.09129e-05,44040.8,33136.9
290 MV,910KHZ,55074.4,36.9315,1.4498e-05,-1.09193e-05,44022.2,33140.3
290 MV,910KHZ,55097.6,36.9664,1.44985e-05,-1.09186e-05,43990.2,33122.8
290 MV,910KHZ,55115.7,36.9758,1.45004e-05,-1.09161e-05,44006.6,33137.9
290 MV,910KHZ,55073.5,36.9739,1.45002e-05,-1.09232e-05,44017.6,33129.9
290 MV,910KHZ,55075.1,36.9542,1.44949e-05,-1.0906e-05,44008.9,33138.9
290 MV,920KHZ,55080.7,36.946,1.45053e-05,-1.09176e-05,43950.4,33134.6
290 MV,920KHZ,55123.9,36.9762,1.44955e-05,-1.09153e-05,44006.3,33122.1
290 MV,920KHZ,55100.2,37.0079,1.4512e-05,-1.09169e-05,44018.8,33133.3
290 MV,920KHZ,55061.3,36.9525,1.45116e-05,-1.0914e-05,44032.2,33133.7
290 MV,920KHZ,55075.8,36.9463,1.44943e-05,-1.09177e-05,44021.1,33130.1
290 MV,920KHZ,55121.3,36.9823,1.45046e-05,-1.09181e-05,43994.7,33122.2
290 MV,920KHZ,55105.1,36.988,1.45088e-05,-1.09223e-05,44003.6,33124.1
290 MV,920KHZ,55070.4,36.9689,1.45097e-05,-1.09181e-05,44019.9,33135.7
290 MV,930KHZ,55070.3,36.9718,1.45113e-05,-1.09197e-05,43997.4,33145.3
290 MV,930KHZ,55077.8,36.9615,1.4502e-05,-1.09159e-05,43998.3,33125.4
290 MV,930KHZ,55108.3,36.9844,1.45027e-05,-1.09191e-05,44003.1,33122.1
290 MV,930KHZ,55085.0,36.9895,1.45099e-05,-1.09165e-05,44019.7,33117.3
290 MV,930KHZ,55036.6,36.9304,1.45083e-05,-1.09175e-05,44035.7,33116.0
290 MV,930KHZ,55076.4,36.9345,1.4501e-05,-1.09169e-05,44004.6,33110.5
290 MV,930KHZ,55090.7,36.9913,1.45045e-05,-1.09211e-05,44005.5,33116.0
290 MV,930KHZ,55066.3,36.9758,1.45109e-05,-1.09242e-05,44010.8,33112.3
290 MV,940KHZ,55079.7,36.9607,1.45042e-05,-1.09204e-05,43988.3,33125.1
290 MV,940KHZ,55100.9,36.9851,1.45024e-05,-1.09145e-05,43993.3,33104.6
290 MV,940KHZ,55095.5,36.9964,1.45092e-05,-1.09249e-05,44020.7,33129.5
290 MV,940KHZ,55061.0,36.9718,1.45112e-05,-1.09168e-05,44014.1,33135.0
290 MV,940KHZ,55074.3,36.9321,1.45063e-05,-1.09158e-05,44005.3,33100.4
290 MV,940KHZ,55104.9,36.9464,1.45227e-05,-1.09211e-05,44014.5,33072.2
290 MV,940KHZ,55077.4,37.009,1.45053e-05,-1.09239e-05,43996.8,33133.4
290 MV,940KHZ,55059.9,36.9638,1.45082e-05,-1.09263e-05,44015.7,33122.2
290 MV,950KHZ,55088.3,36.9761,1.44981e-05,-1.09198e-05,43968.4,33101.5
290 MV,950KHZ,55087.1,36.9961,1.45071e-05,-1.09243e-05,44013.8,33091.5
290 MV,950KHZ,55068.4,36.985,1.45101e-05,-1.09168e-05,44022.2,33145.9
290 MV,950KHZ,55065.5,36.9494,1.45038e-05,-1.09168e-05,43995.0,33124.1
290 MV,950KHZ,55078.3,36.9391,1.45044e-05,-1.09175e-05,44010.2,33088.1
290 MV,950KHZ,55088.5,36.9767,1.45113e-05,-1.09177e-05,44008.7,33124.3
290 MV,950KHZ,55073.6,36.9808,1.45059e-05,-1.09269e-05,43993.7,33126.8
290 MV,950KHZ,55049.8,36.9552,1.45112e-05,-1.09224e-05,44006.5,33114.1
290 MV,960KHZ,55098.7,36.9718,1.44996e-05,-1.0923e-05,43984.5,33116.2
290 MV,960KHZ,55058.7,36.9961,1.45133e-05,-1.09266e-05,44011.0,33110.7
290 MV,960KHZ,55039.8,36.9437,1.45121e-05,-1.09123e-05,44015.3,33140.3
290 MV,960KHZ,55071.5,36.9352,1.45044e-05,-1.09207e-05,43989.9,33098.0
290 MV,960KHZ,55078.9,36.9728,1.45051e-05,-1.09203e-05,44040.2,33122.5
290 MV,960KHZ,55085.3,36.9448,1.45118e-05,-1.09218e-05,44013.9,33119.1
290 MV,960KHZ,55051.1,36.9432,1.45077e-05,-1.09205e-05,44002.0,33126.2
290 MV,960KHZ,55056.8,36.9673,1.45077e-05,-1.09196e-05,43983.9,33114.6
290 MV,970KHZ,55080.1,36.9849,1.45076e-05,-1.09255e-05,44004.4,33102.0
290 MV,970KHZ,55034.5,37.0088,1.45185e-05,-1.09195e-05,44003.2,33119.2
290 MV,970KHZ,55037.4,36.9308,1.45118e-05,-1.09114e-05,43996.0,33113.6
290 MV,970KHZ,55076.2,36.9435,1.45087e-05,-1.09166e-05,44008.2,33092.2
290 MV,970KHZ,55085.0,36.9751,1.45092e-05,-1.09253e-05,43986.2,33103.8
290 MV,970KHZ,55053.5,36.9688,1.45175e-05,-1.09232e-05,44006.0,33111.3
290 MV,970KHZ,55050.5,36.9424,1.45082e-05,-1.09229e-05,43987.4,33110.5
290 MV,970KHZ,55075.7,36.9762,1.45144e-05,-1.09174e-05,43992.6,33105.3
290 MV,980KHZ,54313.9,45.663,1.28557e-05,-1.31597e-05,37962.4,38857.7
290 MV,980KHZ,54340.9,45.6671,1.28583e-05,-1.316e-05,37971.4,38850.7
290 MV,980KHZ,54364.4,45.6606,1.28663e-05,-1.31678e-05,37990.6,38865.8
290 MV,980KHZ,54334.3,45.6687,1.28649e-05,-1.31684e-05,37970.8,38877.4
290 MV,980KHZ,54317.8,45.6497,1.28592e-05,-1.31576e-05,37976.4,38866.4
290 MV,980KHZ,54321.6,45.6591,1.28574e-05,-1.31603e-05,37959.7,38847.4
290 MV,980KHZ,54340.1,45.6774,1.28587e-05,-1.31658e-05,37962.5,38854.6
290 MV,980KHZ,54357.7,45.6751,1.28664e-05,-1.31674e-05,37981.7,38863.7
290 MV,990KHZ,54353.6,45.6893,1.28623e-05,-1.31645e-05,37950.2,38855.6
290 MV,990KHZ,54359.3,45.6512,1.28663e-05,-1.317e-05,37975.2,38877.0
